chrpos	count	fre	treat	sampleID
3:181193635	8	0.5	Post	KTN132
3:181415937	8	0.5	Post	KTN132
3:181645858	8	0.5	Post	KTN132
3:181857916	8	0.5	Post	KTN132
3:182072881	8	0.5	Post	KTN132
3:182288476	8	0.5	Post	KTN132
3:182506047	8	0.5	Post	KTN132
3:182727703	8	0.5	Post	KTN132
3:182966309	8	0.5	Post	KTN132
3:183190751	8	0.5	Post	KTN132
3:183424238	8	0.5	Post	KTN132
3:183657907	8	0.5	Post	KTN132
3:183891884	8	0.5	Post	KTN132
3:184117633	8	0.5	Post	KTN132
3:184342412	8	0.5	Post	KTN132
3:184563313	8	0.5	Post	KTN132
3:184781203	8	0.5	Post	KTN132
3:185012119	8	0.5	Post	KTN132
3:185243390	8	0.5	Post	KTN132
3:185486516	8	0.5	Post	KTN132
3:185721853	10	0.625	Post	KTN132
3:185939012	10	0.625	Post	KTN132
3:186154419	10	0.625	Post	KTN132
3:186370453	10	0.625	Post	KTN132
3:186614799	10	0.625	Post	KTN132
3:186843444	10	0.625	Post	KTN132
3:187060579	10	0.625	Post	KTN132
3:187287638	10	0.625	Post	KTN132
3:187497198	10	0.625	Post	KTN132
3:187717187	10	0.625	Post	KTN132
3:187931385	10	0.625	Post	KTN132
3:188148018	10	0.625	Post	KTN132
3:188361929	10	0.625	Post	KTN132
3:188573214	10	0.625	Post	KTN132
3:188796857	10	0.625	Post	KTN132
3:189013040	10	0.625	Post	KTN132
3:189224502	10	0.625	Post	KTN132
3:189435489	10	0.625	Post	KTN132
3:189644841	10	0.625	Post	KTN132
3:189858126	10	0.625	Post	KTN132
3:190080013	10	0.625	Post	KTN132
3:190288800	10	0.625	Post	KTN132
3:190496791	10	0.625	Post	KTN132
3:190715738	10	0.625	Post	KTN132
3:190937504	10	0.625	Post	KTN132
3:191148541	10	0.625	Post	KTN132
3:191366206	10	0.625	Post	KTN132
3:191590485	10	0.625	Post	KTN132
3:191808855	10	0.625	Post	KTN132
3:192020862	10	0.625	Post	KTN132
3:192228700	10	0.625	Post	KTN132
3:192439015	10	0.625	Post	KTN132
3:192662419	10	0.625	Post	KTN132
3:192894077	10	0.625	Post	KTN132
3:193110489	9	0.5625	Post	KTN132
3:193330362	9	0.5625	Post	KTN132
3:193541864	9	0.5625	Post	KTN132
3:193754093	9	0.5625	Post	KTN132
3:193968419	9	0.5625	Post	KTN132
3:194187107	9	0.5625	Post	KTN132
3:194418134	9	0.5625	Post	KTN132
3:194633891	9	0.5625	Post	KTN132
3:194852514	9	0.5625	Post	KTN132
3:195075423	8	0.5	Post	KTN132
3:195334395	8	0.5	Post	KTN132
3:195639913	8	0.5	Post	KTN132
3:195932836	8	0.5	Post	KTN132
3:196181359	8	0.5	Post	KTN132
3:196425598	8	0.5	Post	KTN132
3:196668268	8	0.5	Post	KTN132
3:196888833	8	0.5	Post	KTN132
3:197102831	8	0.5	Post	KTN132
3:197339330	8	0.5	Post	KTN132
4:0	7	0.4375	Post	KTN132
4:268943	7	0.4375	Post	KTN132
4:519694	7	0.4375	Post	KTN132
4:750692	7	0.4375	Post	KTN132
4:973376	7	0.4375	Post	KTN132
4:1193239	7	0.4375	Post	KTN132
4:1411528	7	0.4375	Post	KTN132
4:1688165	7	0.4375	Post	KTN132
4:1911749	7	0.4375	Post	KTN132
4:2138398	7	0.4375	Post	KTN132
4:2358215	7	0.4375	Post	KTN132
4:2595648	6	0.375	Post	KTN132
4:2825735	6	0.375	Post	KTN132
4:3053818	6	0.375	Post	KTN132
4:3278006	6	0.375	Post	KTN132
4:3489584	6	0.375	Post	KTN132
4:3719658	6	0.375	Post	KTN132
4:4330822	6	0.375	Post	KTN132
4:4544670	6	0.375	Post	KTN132
4:4760096	6	0.375	Post	KTN132
4:4977744	6	0.375	Post	KTN132
4:5196471	6	0.375	Post	KTN132
4:5422541	6	0.375	Post	KTN132
4:5659762	6	0.375	Post	KTN132
4:5880853	6	0.375	Post	KTN132
4:6091110	6	0.375	Post	KTN132
4:6302286	6	0.375	Post	KTN132
4:6510004	6	0.375	Post	KTN132
4:6731559	6	0.375	Post	KTN132
4:6955410	6	0.375	Post	KTN132
4:7177132	6	0.375	Post	KTN132
4:7386249	6	0.375	Post	KTN132
4:7594617	6	0.375	Post	KTN132
4:7801684	6	0.375	Post	KTN132
4:8021053	6	0.375	Post	KTN132
4:8232378	6	0.375	Post	KTN132
4:8448082	6	0.375	Post	KTN132
4:8680548	6	0.375	Post	KTN132
4:9854625	7	0.4375	Post	KTN132
4:10066033	7	0.4375	Post	KTN132
4:10269091	7	0.4375	Post	KTN132
4:10484980	7	0.4375	Post	KTN132
4:10700738	7	0.4375	Post	KTN132
4:10921669	7	0.4375	Post	KTN132
4:11142259	7	0.4375	Post	KTN132
4:11365071	7	0.4375	Post	KTN132
4:11593285	7	0.4375	Post	KTN132
4:11814552	7	0.4375	Post	KTN132
4:12028013	7	0.4375	Post	KTN132
4:12243164	7	0.4375	Post	KTN132
4:12470625	7	0.4375	Post	KTN132
4:12684278	7	0.4375	Post	KTN132
4:12901959	7	0.4375	Post	KTN132
4:13115765	7	0.4375	Post	KTN132
4:13331714	7	0.4375	Post	KTN132
4:13546252	7	0.4375	Post	KTN132
4:13764530	7	0.4375	Post	KTN132
4:13979874	7	0.4375	Post	KTN132
4:14196770	7	0.4375	Post	KTN132
4:14408628	7	0.4375	Post	KTN132
4:14633585	7	0.4375	Post	KTN132
4:14859689	7	0.4375	Post	KTN132
4:15068525	7	0.4375	Post	KTN132
4:15295784	7	0.4375	Post	KTN132
4:15503033	7	0.4375	Post	KTN132
4:15718796	7	0.4375	Post	KTN132
4:15943706	7	0.4375	Post	KTN132
4:16157128	7	0.4375	Post	KTN132
4:16367703	7	0.4375	Post	KTN132
4:16593744	7	0.4375	Post	KTN132
4:16806782	7	0.4375	Post	KTN132
4:17029611	7	0.4375	Post	KTN132
4:17242918	7	0.4375	Post	KTN132
4:17458490	6	0.375	Post	KTN132
4:17685818	7	0.4375	Post	KTN132
4:17910226	7	0.4375	Post	KTN132
4:18126079	7	0.4375	Post	KTN132
4:18349208	7	0.4375	Post	KTN132
4:18569616	7	0.4375	Post	KTN132
4:18784738	7	0.4375	Post	KTN132
4:18993354	7	0.4375	Post	KTN132
4:19211820	7	0.4375	Post	KTN132
4:19430158	7	0.4375	Post	KTN132
4:19645567	7	0.4375	Post	KTN132
4:19859732	8	0.5	Post	KTN132
4:20078332	8	0.5	Post	KTN132
4:20291312	8	0.5	Post	KTN132
4:20498185	8	0.5	Post	KTN132
4:20719503	8	0.5	Post	KTN132
4:20937099	8	0.5	Post	KTN132
4:21156688	8	0.5	Post	KTN132
4:21378053	8	0.5	Post	KTN132
4:21590347	8	0.5	Post	KTN132
4:21803078	8	0.5	Post	KTN132
4:22017856	8	0.5	Post	KTN132
4:22247197	8	0.5	Post	KTN132
4:22468502	8	0.5	Post	KTN132
4:22691967	8	0.5	Post	KTN132
4:22910319	8	0.5	Post	KTN132
4:23119597	8	0.5	Post	KTN132
4:23326849	8	0.5	Post	KTN132
4:23536130	8	0.5	Post	KTN132
4:23760757	8	0.5	Post	KTN132
4:23968864	8	0.5	Post	KTN132
4:24174386	8	0.5	Post	KTN132
4:24393275	8	0.5	Post	KTN132
4:24610796	8	0.5	Post	KTN132
4:24823281	7	0.4375	Post	KTN132
4:25039394	7	0.4375	Post	KTN132
4:25259753	7	0.4375	Post	KTN132
4:25477524	7	0.4375	Post	KTN132
4:25713789	7	0.4375	Post	KTN132
4:25931849	6	0.375	Post	KTN132
4:26144786	6	0.375	Post	KTN132
4:26371598	6	0.375	Post	KTN132
4:26590293	6	0.375	Post	KTN132
4:26823743	6	0.375	Post	KTN132
4:27040027	6	0.375	Post	KTN132
4:27262884	6	0.375	Post	KTN132
4:27478581	6	0.375	Post	KTN132
4:27687706	6	0.375	Post	KTN132
4:27896064	6	0.375	Post	KTN132
4:28110756	6	0.375	Post	KTN132
4:28325042	6	0.375	Post	KTN132
4:28539860	6	0.375	Post	KTN132
4:28747751	6	0.375	Post	KTN132
4:28959320	6	0.375	Post	KTN132
4:29167554	6	0.375	Post	KTN132
4:29378197	6	0.375	Post	KTN132
4:29590826	6	0.375	Post	KTN132
4:29803728	5	0.3125	Post	KTN132
4:30020272	5	0.3125	Post	KTN132
4:30235459	5	0.3125	Post	KTN132
4:30445840	5	0.3125	Post	KTN132
4:30654820	5	0.3125	Post	KTN132
4:30860737	5	0.3125	Post	KTN132
4:31072504	5	0.3125	Post	KTN132
4:31284739	6	0.375	Post	KTN132
4:31497008	6	0.375	Post	KTN132
4:31705469	6	0.375	Post	KTN132
4:31931102	6	0.375	Post	KTN132
4:32141990	6	0.375	Post	KTN132
4:32350826	6	0.375	Post	KTN132
4:32567054	6	0.375	Post	KTN132
4:32778240	6	0.375	Post	KTN132
4:32996000	6	0.375	Post	KTN132
4:33205545	6	0.375	Post	KTN132
4:33416999	6	0.375	Post	KTN132
4:33626706	6	0.375	Post	KTN132
4:33843494	6	0.375	Post	KTN132
4:34064839	6	0.375	Post	KTN132
4:34274936	6	0.375	Post	KTN132
4:34489514	6	0.375	Post	KTN132
4:34703922	6	0.375	Post	KTN132
4:34915354	6	0.375	Post	KTN132
4:35125550	6	0.375	Post	KTN132
4:35339874	6	0.375	Post	KTN132
4:35549787	6	0.375	Post	KTN132
4:35767062	6	0.375	Post	KTN132
4:35978557	6	0.375	Post	KTN132
4:36184936	6	0.375	Post	KTN132
4:36395531	6	0.375	Post	KTN132
4:36614359	6	0.375	Post	KTN132
4:36830690	6	0.375	Post	KTN132
4:37056645	6	0.375	Post	KTN132
4:37267907	7	0.4375	Post	KTN132
4:37491077	7	0.4375	Post	KTN132
4:37717505	7	0.4375	Post	KTN132
4:37937976	7	0.4375	Post	KTN132
4:38156786	7	0.4375	Post	KTN132
4:38373580	7	0.4375	Post	KTN132
4:38602129	7	0.4375	Post	KTN132
4:38822389	7	0.4375	Post	KTN132
4:39050239	7	0.4375	Post	KTN132
4:39275965	7	0.4375	Post	KTN132
4:39508284	7	0.4375	Post	KTN132
4:39758408	7	0.4375	Post	KTN132
4:39998051	7	0.4375	Post	KTN132
4:40237814	7	0.4375	Post	KTN132
4:40467350	7	0.4375	Post	KTN132
4:40710236	7	0.4375	Post	KTN132
4:40937531	6	0.375	Post	KTN132
4:41158213	4	0.25	Post	KTN132
4:41385099	4	0.25	Post	KTN132
4:41599638	4	0.25	Post	KTN132
4:41807132	4	0.25	Post	KTN132
4:42027029	4	0.25	Post	KTN132
4:42253122	4	0.25	Post	KTN132
4:42478290	4	0.25	Post	KTN132
4:42692176	4	0.25	Post	KTN132
4:42910026	4	0.25	Post	KTN132
4:43128221	3	0.1875	Post	KTN132
4:43344238	3	0.1875	Post	KTN132
4:43559790	2	0.125	Post	KTN132
4:43787364	2	0.125	Post	KTN132
4:44006354	2	0.125	Post	KTN132
4:44219275	2	0.125	Post	KTN132
4:44436958	2	0.125	Post	KTN132
4:44656201	2	0.125	Post	KTN132
4:44870279	2	0.125	Post	KTN132
4:45091681	2	0.125	Post	KTN132
4:45307338	2	0.125	Post	KTN132
4:45518647	2	0.125	Post	KTN132
4:45739184	2	0.125	Post	KTN132
4:45959973	2	0.125	Post	KTN132
4:46176080	2	0.125	Post	KTN132
4:46390399	2	0.125	Post	KTN132
4:46611103	2	0.125	Post	KTN132
4:46838867	2	0.125	Post	KTN132
4:47047812	2	0.125	Post	KTN132
4:47259377	2	0.125	Post	KTN132
4:47478044	2	0.125	Post	KTN132
4:47691493	2	0.125	Post	KTN132
4:47903777	2	0.125	Post	KTN132
4:48136122	1	0.0625	Post	KTN132
4:48359985	1	0.0625	Post	KTN132
4:48578496	1	0.0625	Post	KTN132
4:48806634	1	0.0625	Post	KTN132
4:52757533	1	0.0625	Post	KTN132
4:52985297	1	0.0625	Post	KTN132
4:53225375	1	0.0625	Post	KTN132
4:53478289	1	0.0625	Post	KTN132
4:53710599	1	0.0625	Post	KTN132
4:73788233	1	0.0625	Post	KTN132
4:74004447	1	0.0625	Post	KTN132
4:74225860	1	0.0625	Post	KTN132
4:74450879	1	0.0625	Post	KTN132
4:74665644	1	0.0625	Post	KTN132
4:74882899	1	0.0625	Post	KTN132
4:75096837	1	0.0625	Post	KTN132
4:75352447	1	0.0625	Post	KTN132
4:77032533	1	0.0625	Post	KTN132
4:77249097	1	0.0625	Post	KTN132
4:77474378	1	0.0625	Post	KTN132
4:77686428	1	0.0625	Post	KTN132
4:77907275	1	0.0625	Post	KTN132
4:78124359	1	0.0625	Post	KTN132
4:78344762	1	0.0625	Post	KTN132
4:78583016	1	0.0625	Post	KTN132
4:78802901	1	0.0625	Post	KTN132
4:79025066	1	0.0625	Post	KTN132
4:79264266	1	0.0625	Post	KTN132
4:79483895	1	0.0625	Post	KTN132
4:79700927	1	0.0625	Post	KTN132
4:79915454	1	0.0625	Post	KTN132
4:80133506	1	0.0625	Post	KTN132
4:80348931	1	0.0625	Post	KTN132
4:80563359	1	0.0625	Post	KTN132
4:80783051	1	0.0625	Post	KTN132
4:81004733	2	0.125	Post	KTN132
4:81213968	2	0.125	Post	KTN132
4:81432473	2	0.125	Post	KTN132
4:81650640	2	0.125	Post	KTN132
4:81870682	2	0.125	Post	KTN132
4:82093214	2	0.125	Post	KTN132
4:82313970	2	0.125	Post	KTN132
4:82534034	2	0.125	Post	KTN132
4:82746337	2	0.125	Post	KTN132
4:82968216	2	0.125	Post	KTN132
4:83206809	2	0.125	Post	KTN132
4:83443251	2	0.125	Post	KTN132
4:83664668	2	0.125	Post	KTN132
4:83888211	2	0.125	Post	KTN132
4:84130317	2	0.125	Post	KTN132
4:84359944	2	0.125	Post	KTN132
4:84584548	2	0.125	Post	KTN132
4:84793128	2	0.125	Post	KTN132
4:85012021	2	0.125	Post	KTN132
4:85241705	2	0.125	Post	KTN132
4:85451490	2	0.125	Post	KTN132
4:85670972	2	0.125	Post	KTN132
4:85886047	1	0.0625	Post	KTN132
4:86118845	1	0.0625	Post	KTN132
4:86338804	1	0.0625	Post	KTN132
4:86557924	1	0.0625	Post	KTN132
4:86776989	1	0.0625	Post	KTN132
4:86992352	1	0.0625	Post	KTN132
4:87229860	1	0.0625	Post	KTN132
4:87455378	1	0.0625	Post	KTN132
4:87678372	1	0.0625	Post	KTN132
4:87913728	2	0.125	Post	KTN132
4:88128557	2	0.125	Post	KTN132
4:88364919	2	0.125	Post	KTN132
4:88592603	2	0.125	Post	KTN132
4:88826022	2	0.125	Post	KTN132
4:89045336	2	0.125	Post	KTN132
4:89278937	2	0.125	Post	KTN132
4:89505548	2	0.125	Post	KTN132
4:89717167	2	0.125	Post	KTN132
4:89945723	2	0.125	Post	KTN132
4:90169313	2	0.125	Post	KTN132
4:90380427	2	0.125	Post	KTN132
4:90600275	2	0.125	Post	KTN132
4:90811530	2	0.125	Post	KTN132
4:91024825	2	0.125	Post	KTN132
4:91251595	2	0.125	Post	KTN132
4:91473629	2	0.125	Post	KTN132
4:91695325	2	0.125	Post	KTN132
4:91908337	2	0.125	Post	KTN132
4:92141484	2	0.125	Post	KTN132
4:92368509	2	0.125	Post	KTN132
4:92594267	2	0.125	Post	KTN132
4:92819769	2	0.125	Post	KTN132
4:93046188	2	0.125	Post	KTN132
4:93268799	2	0.125	Post	KTN132
4:93480331	2	0.125	Post	KTN132
4:93688974	2	0.125	Post	KTN132
4:93909335	2	0.125	Post	KTN132
4:94119034	2	0.125	Post	KTN132
4:94330316	3	0.1875	Post	KTN132
4:94554151	4	0.25	Post	KTN132
4:94774885	4	0.25	Post	KTN132
4:94997014	4	0.25	Post	KTN132
4:95237789	4	0.25	Post	KTN132
4:95458664	5	0.3125	Post	KTN132
4:95676473	5	0.3125	Post	KTN132
4:95896819	5	0.3125	Post	KTN132
4:96116909	5	0.3125	Post	KTN132
4:96329031	5	0.3125	Post	KTN132
4:96540397	5	0.3125	Post	KTN132
4:96762161	5	0.3125	Post	KTN132
4:96976367	5	0.3125	Post	KTN132
4:97182000	5	0.3125	Post	KTN132
4:97401567	5	0.3125	Post	KTN132
4:97615186	5	0.3125	Post	KTN132
4:97832885	5	0.3125	Post	KTN132
4:98044705	5	0.3125	Post	KTN132
4:98267133	5	0.3125	Post	KTN132
4:98500573	5	0.3125	Post	KTN132
4:98732614	5	0.3125	Post	KTN132
4:98973621	6	0.375	Post	KTN132
4:99191392	6	0.375	Post	KTN132
4:99422262	6	0.375	Post	KTN132
4:99642975	6	0.375	Post	KTN132
4:99872826	6	0.375	Post	KTN132
4:100105070	6	0.375	Post	KTN132
4:100343324	7	0.4375	Post	KTN132
4:100563502	8	0.5	Post	KTN132
4:110347941	8	0.5	Post	KTN132
4:110580041	7	0.4375	Post	KTN132
4:110808255	7	0.4375	Post	KTN132
4:111035179	7	0.4375	Post	KTN132
4:111267672	7	0.4375	Post	KTN132
4:111501775	7	0.4375	Post	KTN132
4:111719506	7	0.4375	Post	KTN132
4:111934866	7	0.4375	Post	KTN132
4:112159673	7	0.4375	Post	KTN132
4:112396148	7	0.4375	Post	KTN132
4:112614837	7	0.4375	Post	KTN132
4:112828336	7	0.4375	Post	KTN132
4:113052213	7	0.4375	Post	KTN132
4:113276728	7	0.4375	Post	KTN132
4:113506773	7	0.4375	Post	KTN132
4:113745399	7	0.4375	Post	KTN132
4:113962889	7	0.4375	Post	KTN132
4:114171363	7	0.4375	Post	KTN132
4:114388112	7	0.4375	Post	KTN132
4:114600950	7	0.4375	Post	KTN132
4:114814267	7	0.4375	Post	KTN132
4:115036160	7	0.4375	Post	KTN132
4:115255966	7	0.4375	Post	KTN132
4:115471799	7	0.4375	Post	KTN132
4:115684121	7	0.4375	Post	KTN132
4:115892655	7	0.4375	Post	KTN132
4:116108120	7	0.4375	Post	KTN132
4:116321426	6	0.375	Post	KTN132
4:116535370	6	0.375	Post	KTN132
4:116752929	6	0.375	Post	KTN132
4:116972306	6	0.375	Post	KTN132
4:117188780	6	0.375	Post	KTN132
4:117405361	6	0.375	Post	KTN132
4:117616226	6	0.375	Post	KTN132
4:117832442	6	0.375	Post	KTN132
4:118042325	6	0.375	Post	KTN132
4:118261958	6	0.375	Post	KTN132
4:118470417	6	0.375	Post	KTN132
4:118696796	6	0.375	Post	KTN132
4:118919894	6	0.375	Post	KTN132
4:119134479	6	0.375	Post	KTN132
4:119742901	6	0.375	Post	KTN132
4:119955794	6	0.375	Post	KTN132
4:120186108	6	0.375	Post	KTN132
4:120492349	6	0.375	Post	KTN132
4:120707951	6	0.375	Post	KTN132
4:120931381	6	0.375	Post	KTN132
4:121147613	6	0.375	Post	KTN132
4:121362364	6	0.375	Post	KTN132
4:121589730	6	0.375	Post	KTN132
4:121806956	6	0.375	Post	KTN132
4:122023556	6	0.375	Post	KTN132
4:122239500	6	0.375	Post	KTN132
4:122459035	6	0.375	Post	KTN132
4:122685434	6	0.375	Post	KTN132
4:122895270	6	0.375	Post	KTN132
4:123116977	6	0.375	Post	KTN132
4:123332747	6	0.375	Post	KTN132
4:123563399	6	0.375	Post	KTN132
4:123785241	6	0.375	Post	KTN132
4:124015248	6	0.375	Post	KTN132
4:124233937	6	0.375	Post	KTN132
4:124458347	6	0.375	Post	KTN132
4:124687989	6	0.375	Post	KTN132
4:124900014	5	0.3125	Post	KTN132
4:125121427	5	0.3125	Post	KTN132
4:125349079	5	0.3125	Post	KTN132
4:125564533	5	0.3125	Post	KTN132
4:125775154	5	0.3125	Post	KTN132
4:125986290	5	0.3125	Post	KTN132
4:126201340	5	0.3125	Post	KTN132
4:126409097	5	0.3125	Post	KTN132
4:126625226	5	0.3125	Post	KTN132
4:126843635	5	0.3125	Post	KTN132
4:127057833	5	0.3125	Post	KTN132
4:127274759	5	0.3125	Post	KTN132
4:127494517	5	0.3125	Post	KTN132
4:127706793	5	0.3125	Post	KTN132
4:127929418	5	0.3125	Post	KTN132
4:128157173	5	0.3125	Post	KTN132
4:128377152	5	0.3125	Post	KTN132
4:128618186	5	0.3125	Post	KTN132
4:128849161	5	0.3125	Post	KTN132
4:129091555	5	0.3125	Post	KTN132
4:129316533	5	0.3125	Post	KTN132
4:129541897	5	0.3125	Post	KTN132
4:129774820	5	0.3125	Post	KTN132
4:130004986	5	0.3125	Post	KTN132
4:130226694	5	0.3125	Post	KTN132
4:130437187	5	0.3125	Post	KTN132
4:130658649	5	0.3125	Post	KTN132
4:130879230	5	0.3125	Post	KTN132
4:131102647	5	0.3125	Post	KTN132
4:131310377	5	0.3125	Post	KTN132
4:131525312	5	0.3125	Post	KTN132
4:131743882	5	0.3125	Post	KTN132
4:131956144	5	0.3125	Post	KTN132
4:132174550	5	0.3125	Post	KTN132
4:132398037	5	0.3125	Post	KTN132
4:133011255	6	0.375	Post	KTN132
4:133231406	6	0.375	Post	KTN132
4:133449526	6	0.375	Post	KTN132
4:133663772	6	0.375	Post	KTN132
4:133881400	7	0.4375	Post	KTN132
4:134088734	7	0.4375	Post	KTN132
4:134304090	7	0.4375	Post	KTN132
4:134513096	7	0.4375	Post	KTN132
4:134735420	7	0.4375	Post	KTN132
4:134949850	7	0.4375	Post	KTN132
4:135167053	7	0.4375	Post	KTN132
4:135378673	7	0.4375	Post	KTN132
4:135591486	7	0.4375	Post	KTN132
4:135816571	7	0.4375	Post	KTN132
4:136046481	7	0.4375	Post	KTN132
4:136261139	7	0.4375	Post	KTN132
4:136482199	7	0.4375	Post	KTN132
4:136697089	7	0.4375	Post	KTN132
4:136906421	7	0.4375	Post	KTN132
4:137112855	7	0.4375	Post	KTN132
4:137332467	7	0.4375	Post	KTN132
4:137538223	7	0.4375	Post	KTN132
4:137744095	7	0.4375	Post	KTN132
4:137955795	7	0.4375	Post	KTN132
4:138164072	7	0.4375	Post	KTN132
4:138373476	7	0.4375	Post	KTN132
4:138597680	7	0.4375	Post	KTN132
4:138810867	7	0.4375	Post	KTN132
4:139027080	7	0.4375	Post	KTN132
4:139234854	6	0.375	Post	KTN132
4:139457233	6	0.375	Post	KTN132
4:139675301	6	0.375	Post	KTN132
4:139905830	6	0.375	Post	KTN132
4:140141658	6	0.375	Post	KTN132
4:140377049	6	0.375	Post	KTN132
4:140599723	6	0.375	Post	KTN132
4:140815373	6	0.375	Post	KTN132
4:141027470	6	0.375	Post	KTN132
4:141243409	6	0.375	Post	KTN132
4:141470270	6	0.375	Post	KTN132
4:141681692	5	0.3125	Post	KTN132
4:141910754	5	0.3125	Post	KTN132
4:142131607	5	0.3125	Post	KTN132
4:142356196	5	0.3125	Post	KTN132
4:142574381	5	0.3125	Post	KTN132
4:142792441	5	0.3125	Post	KTN132
4:143019058	5	0.3125	Post	KTN132
4:143238492	5	0.3125	Post	KTN132
4:143449515	5	0.3125	Post	KTN132
4:143669786	6	0.375	Post	KTN132
4:143885840	6	0.375	Post	KTN132
4:144119671	6	0.375	Post	KTN132
4:144336524	6	0.375	Post	KTN132
4:144556644	6	0.375	Post	KTN132
4:144870562	6	0.375	Post	KTN132
4:145189466	6	0.375	Post	KTN132
4:145410247	6	0.375	Post	KTN132
4:145623063	6	0.375	Post	KTN132
4:145856961	6	0.375	Post	KTN132
4:146090434	6	0.375	Post	KTN132
4:146328657	7	0.4375	Post	KTN132
4:146552502	7	0.4375	Post	KTN132
4:146777687	7	0.4375	Post	KTN132
4:146998406	7	0.4375	Post	KTN132
4:147204985	7	0.4375	Post	KTN132
4:147420014	7	0.4375	Post	KTN132
4:147655266	7	0.4375	Post	KTN132
4:147873598	7	0.4375	Post	KTN132
4:148086053	7	0.4375	Post	KTN132
4:148304696	7	0.4375	Post	KTN132
4:148532110	7	0.4375	Post	KTN132
4:148759724	7	0.4375	Post	KTN132
4:148977881	8	0.5	Post	KTN132
4:149193210	8	0.5	Post	KTN132
4:149406067	8	0.5	Post	KTN132
4:149632518	8	0.5	Post	KTN132
4:149847587	8	0.5	Post	KTN132
4:150069885	8	0.5	Post	KTN132
4:150290490	8	0.5	Post	KTN132
4:150504772	8	0.5	Post	KTN132
4:150723319	8	0.5	Post	KTN132
4:150949600	9	0.5625	Post	KTN132
4:151162935	9	0.5625	Post	KTN132
4:151378699	9	0.5625	Post	KTN132
4:151596197	9	0.5625	Post	KTN132
4:151814751	9	0.5625	Post	KTN132
4:152053334	9	0.5625	Post	KTN132
4:152280938	9	0.5625	Post	KTN132
4:152506691	9	0.5625	Post	KTN132
4:152719868	9	0.5625	Post	KTN132
4:152931737	9	0.5625	Post	KTN132
4:153144668	9	0.5625	Post	KTN132
4:153349686	9	0.5625	Post	KTN132
4:153563927	9	0.5625	Post	KTN132
4:153788770	9	0.5625	Post	KTN132
4:154002864	8	0.5	Post	KTN132
4:154220777	8	0.5	Post	KTN132
4:154445255	8	0.5	Post	KTN132
4:154661211	8	0.5	Post	KTN132
4:154875920	8	0.5	Post	KTN132
4:155107246	8	0.5	Post	KTN132
4:155316396	8	0.5	Post	KTN132
4:155521517	8	0.5	Post	KTN132
4:155736737	8	0.5	Post	KTN132
4:155958235	8	0.5	Post	KTN132
4:156170836	8	0.5	Post	KTN132
4:156384940	8	0.5	Post	KTN132
4:156599932	8	0.5	Post	KTN132
4:156808617	8	0.5	Post	KTN132
4:157027613	8	0.5	Post	KTN132
4:157244898	8	0.5	Post	KTN132
4:157461941	8	0.5	Post	KTN132
4:157672863	8	0.5	Post	KTN132
4:157880844	8	0.5	Post	KTN132
4:158093155	8	0.5	Post	KTN132
4:158305911	8	0.5	Post	KTN132
4:158521775	8	0.5	Post	KTN132
4:158745602	8	0.5	Post	KTN132
4:158961274	8	0.5	Post	KTN132
4:159180773	8	0.5	Post	KTN132
4:159418649	8	0.5	Post	KTN132
4:159645007	8	0.5	Post	KTN132
4:159867154	8	0.5	Post	KTN132
4:160097217	8	0.5	Post	KTN132
4:160311863	8	0.5	Post	KTN132
4:160540581	8	0.5	Post	KTN132
4:160766840	8	0.5	Post	KTN132
4:160992381	8	0.5	Post	KTN132
4:161218848	8	0.5	Post	KTN132
4:161433985	8	0.5	Post	KTN132
4:161661422	8	0.5	Post	KTN132
4:161877644	8	0.5	Post	KTN132
4:162094207	8	0.5	Post	KTN132
4:162305730	8	0.5	Post	KTN132
4:162518969	8	0.5	Post	KTN132
4:162733615	8	0.5	Post	KTN132
4:162948670	8	0.5	Post	KTN132
4:163157567	8	0.5	Post	KTN132
4:163367627	8	0.5	Post	KTN132
4:163584523	8	0.5	Post	KTN132
4:163803061	8	0.5	Post	KTN132
4:164026167	8	0.5	Post	KTN132
4:164245152	8	0.5	Post	KTN132
4:164461607	8	0.5	Post	KTN132
4:164685996	7	0.4375	Post	KTN132
4:164894559	7	0.4375	Post	KTN132
4:165119523	7	0.4375	Post	KTN132
4:165348571	7	0.4375	Post	KTN132
4:165585858	7	0.4375	Post	KTN132
4:165817456	7	0.4375	Post	KTN132
4:166066601	7	0.4375	Post	KTN132
4:166323224	7	0.4375	Post	KTN132
4:166536290	7	0.4375	Post	KTN132
4:166750976	7	0.4375	Post	KTN132
4:166965199	7	0.4375	Post	KTN132
4:167178853	7	0.4375	Post	KTN132
4:167403754	7	0.4375	Post	KTN132
4:167621038	7	0.4375	Post	KTN132
4:167851238	7	0.4375	Post	KTN132
4:168066413	6	0.375	Post	KTN132
4:168294835	6	0.375	Post	KTN132
4:168512263	6	0.375	Post	KTN132
4:168726242	6	0.375	Post	KTN132
4:168951578	6	0.375	Post	KTN132
4:169167463	6	0.375	Post	KTN132
4:169390587	6	0.375	Post	KTN132
4:169600496	6	0.375	Post	KTN132
4:169816033	6	0.375	Post	KTN132
4:170043637	6	0.375	Post	KTN132
4:170265601	6	0.375	Post	KTN132
4:170502457	6	0.375	Post	KTN132
4:170727633	6	0.375	Post	KTN132
4:170948736	6	0.375	Post	KTN132
4:171179198	6	0.375	Post	KTN132
